station_id,dir_of_travel,lane_of_travel,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
26,1,1,1/5/2022,66,49,57,53,101,151,199,208,184,161,185,230,265,293,290,346,316,293,252,179,146,139,118,83
26,1,2,1/5/2022,9,11,17,9,25,67,87,100,68,72,91,117,84,99,122,123,155,152,109,53,44,38,24,13
26,5,1,1/5/2022,59,67,54,50,71,141,171,161,235,249,249,282,267,257,256,337,303,290,241,161,155,146,113,101
26,5,2,1/5/2022,12,8,9,7,2,18,54,48,87,112,107,165,200,212,180,176,144,130,95,55,56,40,20,23
26,1,1,1/6/2022,61,68,62,83,126,216,263,309,287,302,329,340,328,351,378,405,398,378,286,218,192,183,139,95
26,1,2,1/6/2022,12,3,9,3,20,68,75,99,87,96,103,105,148,155,165,202,176,151,97,63,55,38,28,16
26,5,1,1/6/2022,83,60,69,61,85,118,217,233,300,313,388,388,385,427,434,410,389,345,301,234,207,131,105,93
26,5,2,1/6/2022,18,13,11,18,28,34,82,120,123,114,173,208,195,219,187,185,218,159,128,57,54,37,17,22
26,1,1,1/7/2022,75,65,67,83,133,192,230,285,269,300,360,392,419,442,456,467,469,435,360,311,262,213,152,126
26,1,2,1/7/2022,7,6,6,14,22,68,71,90,78,82,146,150,194,212,192,249,266,243,131,119,80,58,29,17
26,5,1,1/7/2022,76,69,74,65,82,151,218,255,309,351,424,415,423,462,470,458,479,416,370,308,215,174,139,112
26,5,2,1/7/2022,12,9,8,7,9,33,62,68,85,141,187,203,237,235,269,264,284,256,197,98,74,42,33,26
26,1,1,1/8/2022,83,64,53,67,88,107,125,170,286,331,473,504,502,531,519,531,436,399,284,262,218,170,111,77
26,1,2,1/8/2022,16,15,7,9,11,14,25,31,66,81,183,200,237,249,247,245,184,140,107,92,63,35,20,18
26,5,1,1/8/2022,91,56,60,49,77,128,193,254,361,412,439,459,431,431,399,416,369,318,262,252,190,165,114,114
26,5,2,1/8/2022,17,7,10,12,11,24,56,82,115,167,193,182,166,178,148,169,134,117,101,84,44,41,26,21
26,1,1,1/9/2022,67,49,60,53,60,71,84,143,279,397,380,391,393,442,441,473,436,375,339,281,244,166,125,94
26,1,2,1/9/2022,9,4,10,8,8,8,14,29,69,130,140,125,173,225,219,214,235,159,118,88,63,36,26,13
26,5,1,1/9/2022,66,39,30,26,30,64,122,185,246,313,424,465,469,475,464,446,644,598,379,308,204,126,76,76
26,5,2,1/9/2022,9,8,2,3,7,8,20,37,51,122,216,224,257,236,209,232,502,390,199,108,49,26,11,10
26,1,1,1/10/2022,66,63,65,69,135,200,258,298,292,303,325,329,341,346,371,358,374,321,287,198,177,139,114,80
26,1,2,1/10/2022,8,7,6,12,19,54,64,95,78,86,84,121,88,115,132,117,156,123,69,44,37,28,17,8
26,5,1,1/10/2022,47,29,36,40,102,129,244,307,353,438,441,473,441,457,416,438,432,361,323,228,227,171,113,87
26,5,2,1/10/2022,4,5,7,10,20,25,55,115,111,190,247,246,218,216,190,221,222,170,126,63,54,27,17,15
26,1,1,1/11/2022,71,63,69,84,118,213,264,283,315,345,357,327,330,351,338,402,397,355,284,211,180,171,136,97
26,1,2,1/11/2022,4,6,2,4,22,56,65,94,78,81,105,124,130,107,124,155,139,156,100,56,40,32,19,12
26,5,1,1/11/2022,65,72,73,68,96,140,261,337,339,387,420,403,423,403,440,446,410,349,302,223,169,175,121,113
26,5,2,1/11/2022,9,6,6,10,19,19,69,111,89,121,171,175,175,187,208,229,199,157,110,66,40,40,22,21
26,1,1,1/12/2022,63,71,66,86,139,210,270,312,325,314,339,375,362,360,359,417,411,343,276,221,203,170,135,85
26,1,2,1/12/2022,7,9,7,12,23,59,110,110,88,83,125,139,116,109,125,163,181,136,91,53,45,29,21,12
26,5,1,1/12/2022,79,61,67,76,109,156,274,331,344,419,411,430,462,442,425,435,462,349,288,242,196,162,124,91
26,5,2,1/12/2022,11,11,4,9,18,18,69,142,121,141,164,201,203,177,238,206,218,137,114,47,57,45,27,19
26,1,1,1/13/2022,80,77,63,89,148,221,276,316,334,379,405,389,389,449,453,489,454,452,389,365,310,271,238,158
26,1,2,1/13/2022,9,3,5,12,25,59,74,108,106,124,133,136,161,190,236,243,269,246,160,157,119,80,56,32
26,5,1,1/13/2022,79,53,64,82,117,148,277,353,401,427,465,480,459,473,475,493,506,443,396,283,290,195,184,126
26,5,2,1/13/2022,11,8,1,8,14,28,96,124,143,178,219,256,245,282,280,283,268,231,190,135,97,45,37,31
26,1,1,1/14/2022,115,92,104,109,149,210,250,240,247,265,302,298,292,239,311,235,259,178,153,114,96,67,50,50
26,1,2,1/14/2022,25,17,9,17,29,48,49,42,27,49,44,51,38,21,37,22,14,10,13,9,8,6,9,3
26,5,1,1/14/2022,97,106,66,69,105,121,202,202,222,216,256,282,258,280,262,257,221,184,181,140,110,101,71,67
26,5,2,1/14/2022,16,17,6,3,26,22,49,56,82,69,96,78,93,123,88,72,79,89,70,36,18,16,8,9
26,1,1,1/15/2022,29,33,48,37,57,68,96,120,217,293,379,400,431,473,452,425,409,340,264,234,181,171,133,120
26,1,2,1/15/2022,0,1,5,0,2,9,8,9,16,31,78,96,129,149,149,162,114,109,95,57,42,38,23,12
26,5,1,1/15/2022,37,47,33,30,38,79,99,215,307,351,411,444,440,455,402,337,365,305,243,202,154,168,115,80
26,5,2,1/15/2022,4,11,9,3,1,10,15,45,97,160,194,244,203,228,190,136,132,96,82,49,27,44,19,8
26,1,1,1/16/2022,76,65,53,45,54,70,77,101,196,270,346,451,440,477,458,501,451,394,315,255,213,166,129,98
26,1,2,1/16/2022,8,3,10,4,5,5,4,13,24,60,109,123,148,201,200,223,228,171,150,89,67,32,16,17
26,5,1,1/16/2022,54,50,31,30,32,62,115,160,289,339,460,462,468,483,458,439,414,361,294,207,160,131,122,89
26,5,2,1/16/2022,8,5,4,1,3,14,21,35,52,119,216,263,222,266,294,230,196,141,89,71,35,30,26,21
26,1,1,1/17/2022,67,70,61,100,123,194,220,289,306,362,382,387,373,423,438,452,459,351,338,237,198,161,126,103
26,1,2,1/17/2022,8,5,6,12,17,46,63,75,74,98,118,138,138,177,169,244,241,159,155,83,65,34,26,13
26,5,1,1/17/2022,55,47,50,44,95,125,230,307,370,454,512,522,503,548,515,508,494,393,350,247,208,154,149,107
26,5,2,1/17/2022,7,12,6,5,13,18,66,97,133,249,299,342,347,347,341,272,297,219,163,79,44,36,19,9
26,1,1,1/18/2022,80,83,77,83,142,228,247,320,275,315,332,358,342,334,376,354,348,312,276,199,186,145,125,93
26,1,2,1/18/2022,11,6,6,7,16,56,76,87,66,74,102,106,99,109,110,172,143,115,90,64,44,33,21,20
26,5,1,1/18/2022,90,77,68,88,108,163,257,340,350,406,397,399,425,426,385,432,379,365,299,229,159,156,111,97
26,5,2,1/18/2022,6,8,7,9,15,32,74,125,92,144,157,158,144,189,246,212,172,162,104,74,41,37,26,27
26,1,1,1/19/2022,57,67,75,92,144,211,254,287,297,269,339,329,298,336,341,388,385,343,289,227,166,168,128,100
26,1,2,1/19/2022,5,8,5,14,16,57,78,97,88,81,108,111,130,125,136,149,156,106,98,62,48,28,20,14
26,5,1,1/19/2022,77,64,67,60,124,157,245,341,284,370,386,376,387,391,424,402,395,345,292,221,180,177,124,101
26,5,2,1/19/2022,9,11,4,5,15,24,62,111,90,117,132,141,131,147,174,167,177,142,101,46,35,40,20,20
26,1,1,1/20/2022,77,74,74,90,140,218,265,314,306,307,346,358,372,392,399,427,411,372,309,269,204,180,149,121
26,1,2,1/20/2022,8,4,7,18,18,59,69,92,80,103,103,131,135,167,167,173,172,150,132,82,63,51,36,17
26,5,1,1/20/2022,93,72,73,68,99,130,238,288,309,347,382,388,387,394,407,430,397,377,325,250,211,169,132,102
26,5,2,1/20/2022,11,9,3,12,14,23,68,88,80,120,127,166,124,164,175,193,187,172,121,69,53,46,27,16
26,1,1,1/21/2022,68,78,56,101,121,213,241,303,329,340,371,402,426,458,483,532,485,442,334,283,233,180,137,103
26,1,2,1/21/2022,10,8,6,11,17,54,78,82,87,106,130,167,199,223,211,303,271,235,154,150,82,52,41,20
26,5,1,1/21/2022,84,77,65,66,89,133,227,301,309,388,442,438,489,492,504,492,512,474,299,238,211,157,137,115
26,5,2,1/21/2022,13,10,5,9,11,21,40,100,90,166,190,254,216,297,314,293,341,311,211,160,78,58,32,32
26,1,1,1/22/2022,76,55,70,54,69,107,104,186,266,299,400,432,419,430,426,375,342,273,213,237,157,126,114,83
26,1,2,1/22/2022,15,7,13,6,13,10,18,37,99,141,165,163,159,195,169,160,113,102,55,54,7,7,10,3
26,5,1,1/22/2022,76,75,57,50,59,72,144,216,298,398,440,417,412,427,407,401,342,320,250,178,158,111,88,94
26,5,2,1/22/2022,16,11,11,5,11,9,43,67,136,187,222,177,181,180,183,136,109,73,55,48,23,14,6,3
26,1,1,1/23/2022,58,54,58,55,55,82,89,123,173,243,326,443,462,493,515,505,470,424,336,262,208,167,118,76
26,1,2,1/23/2022,2,3,3,0,3,3,5,3,15,31,48,135,197,282,218,250,238,191,169,97,77,33,23,17
26,5,1,1/23/2022,66,51,27,33,31,44,85,120,236,322,438,502,585,524,510,459,404,340,273,228,146,96,104,69
26,5,2,1/23/2022,5,3,1,3,1,2,9,9,22,59,84,178,211,272,259,193,140,120,96,74,44,17,9,11
26,1,1,1/24/2022,68,56,59,67,123,182,254,285,220,219,225,286,304,351,376,350,370,298,238,192,158,148,106,96
26,1,2,1/24/2022,5,1,2,2,11,53,65,99,89,97,132,113,119,134,135,129,153,110,80,46,25,21,14,8
26,5,1,1/24/2022,33,42,52,62,94,138,203,265,293,302,321,349,375,372,390,434,426,367,311,230,186,157,125,104
26,5,2,1/24/2022,1,3,8,3,6,19,63,82,88,192,235,279,302,209,218,218,211,166,119,61,42,21,31,25
26,1,1,1/25/2022,64,67,55,83,117,189,243,285,294,287,277,304,320,342,333,339,345,325,277,191,161,156,116,87
26,1,2,1/25/2022,6,6,4,5,22,43,75,69,85,69,89,110,105,112,108,134,161,114,79,43,27,39,16,10
26,5,1,1/25/2022,71,83,60,64,98,152,235,295,318,331,389,397,386,407,389,400,375,348,283,203,188,157,114,90
26,5,2,1/25/2022,7,7,3,7,16,19,53,109,94,122,131,191,156,160,151,195,149,130,81,66,32,27,23,16
26,1,1,1/26/2022,73,67,70,65,126,219,240,297,312,311,317,333,341,352,354,374,385,348,281,222,191,162,114,99
26,1,2,1/26/2022,2,8,6,7,19,66,96,88,88,106,109,97,124,136,128,145,179,153,91,58,61,32,22,14
26,5,1,1/26/2022,60,77,66,58,97,156,225,275,303,361,363,388,374,380,358,362,358,322,276,218,170,145,117,95
26,5,2,1/26/2022,9,6,12,4,15,31,62,95,110,137,151,136,141,158,163,219,207,177,143,93,54,38,44,22
26,1,1,1/28/2022,89,88,78,88,125,207,268,312,327,334,432,420,452,464,485,505,505,441,397,330,270,265,175,113
26,1,2,1/28/2022,8,14,4,9,18,56,86,92,103,117,153,173,191,199,268,266,282,240,193,148,103,95,30,18
26,5,1,1/28/2022,82,82,66,77,93,147,254,285,364,440,446,499,487,531,539,521,542,468,379,320,208,178,155,111
26,5,2,1/28/2022,18,15,8,7,11,30,72,87,133,214,211,266,278,327,377,312,389,304,238,133,74,49,34,26
26,1,1,1/29/2022,90,69,69,59,96,97,120,210,271,366,459,485,431,447,391,405,412,349,304,246,212,159,132,107
26,1,2,1/29/2022,9,6,7,7,5,10,20,28,69,126,187,193,187,170,160,162,142,116,100,63,49,36,23,14
26,5,1,1/29/2022,86,66,57,55,78,120,161,283,338,473,486,452,389,420,396,387,395,353,290,286,220,185,121,107
26,5,2,1/29/2022,11,11,6,9,10,8,25,85,130,200,241,238,145,201,171,163,155,142,96,84,59,25,32,12
26,1,1,1/30/2022,65,49,44,50,68,68,73,112,162,261,324,400,463,472,448,477,467,440,327,299,232,220,136,106
26,1,2,1/30/2022,20,6,5,3,11,8,10,16,31,71,91,179,181,240,235,250,229,173,159,109,58,56,23,19
26,5,1,1/30/2022,70,44,39,28,46,69,119,238,277,369,458,510,524,498,496,451,435,330,314,266,157,106,115,71
26,5,2,1/30/2022,7,6,4,4,5,7,19,30,68,137,187,244,264,247,232,213,174,136,113,77,55,22,14,11
26,1,1,1/31/2022,73,55,60,70,113,217,260,290,316,333,357,354,346,355,371,415,403,397,322,283,270,188,127,96
26,1,2,1/31/2022,9,7,5,6,18,67,94,91,67,71,124,127,123,123,148,197,138,175,101,96,83,59,23,10
26,5,1,1/31/2022,45,46,40,48,106,149,250,344,339,418,441,432,472,494,461,476,465,396,311,255,196,155,110,123
26,5,2,1/31/2022,5,6,3,5,11,23,71,105,119,199,194,160,216,236,237,233,210,189,132,95,46,31,18,25
26,1,1,2/1/2022,68,66,64,87,139,210,270,288,308,325,317,288,357,368,394,411,366,367,311,247,198,163,174,113
26,1,2,2/1/2022,9,6,10,5,20,56,96,94,89,77,87,120,97,142,144,181,138,153,97,78,43,25,29,18
26,5,1,2/1/2022,83,61,65,88,116,168,254,343,322,396,383,428,401,394,383,424,429,364,285,216,161,160,122,106
26,5,2,2/1/2022,8,7,7,11,18,39,75,121,91,164,137,147,173,193,162,171,219,165,91,52,36,41,23,16
26,1,1,2/2/2022,81,71,68,84,146,215,252,308,309,312,351,333,353,359,376,402,396,317,285,214,185,172,126,90
26,1,2,2/2/2022,7,8,9,5,15,51,89,101,101,89,117,105,134,108,154,157,155,116,100,61,42,32,19,11
26,5,1,2/2/2022,72,62,71,50,90,141,218,301,303,335,386,373,379,381,377,395,424,353,321,207,175,162,152,103
26,5,2,2/2/2022,6,6,12,3,17,24,46,94,79,104,129,124,125,129,135,186,178,133,112,41,66,42,26,24
26,1,1,2/3/2022,60,65,61,74,141,209,260,323,283,313,319,311,349,361,386,385,429,380,304,232,245,189,135,91
26,1,2,2/3/2022,6,6,10,8,21,52,74,97,78,75,83,115,108,142,144,153,160,158,123,85,55,34,20,15
26,5,1,2/3/2022,61,70,65,73,103,124,254,319,299,374,395,386,390,375,409,420,422,414,312,233,193,165,147,97
26,5,2,2/3/2022,5,5,8,5,8,26,54,103,95,109,171,154,139,137,177,205,186,173,106,57,57,34,22,13
26,1,1,2/4/2022,83,70,64,68,153,215,240,280,302,316,292,319,379,400,468,487,527,488,404,298,249,179,162,122
26,1,2,2/4/2022,5,8,8,5,27,66,68,93,107,90,137,187,173,212,229,262,266,260,198,132,90,46,46,20
26,5,1,2/4/2022,92,68,59,62,88,150,229,285,301,315,392,404,432,449,457,473,503,475,373,284,186,231,148,132
26,5,2,2/4/2022,12,10,6,8,7,16,68,78,103,123,249,216,224,277,296,277,326,268,198,122,76,76,29,18
26,1,1,2/5/2022,102,72,61,66,100,112,127,164,280,381,464,485,475,458,442,402,365,341,347,253,207,159,144,98
26,1,2,2/5/2022,13,15,7,6,15,21,15,25,77,114,178,208,177,179,174,152,154,147,107,71,62,28,36,29
26,5,1,2/5/2022,84,72,62,68,50,94,144,245,354,412,425,434,396,393,364,363,372,352,290,256,212,194,121,76
26,5,2,2/5/2022,13,8,5,11,3,11,36,68,125,206,201,191,178,164,138,126,121,120,104,68,47,30,18,12
26,1,1,2/6/2022,74,58,46,52,64,80,83,112,184,294,367,404,489,441,491,548,515,468,372,301,244,198,126,88
26,1,2,2/6/2022,15,10,10,5,8,7,9,12,25,64,114,155,197,195,216,319,275,242,185,95,57,43,34,17
26,5,1,2/6/2022,76,65,40,26,44,61,112,132,235,319,424,499,485,534,533,517,468,360,346,269,176,124,113,69
26,5,2,2/6/2022,13,7,7,5,3,1,20,20,51,86,163,263,240,283,293,272,201,177,132,93,54,28,12,11
26,1,1,2/7/2022,55,67,65,66,132,207,266,308,283,315,334,348,339,372,382,423,370,319,266,220,180,162,142,82
26,1,2,2/7/2022,7,7,6,9,29,58,76,79,76,108,87,112,113,132,139,154,134,127,103,61,43,30,24,10
26,5,1,2/7/2022,40,37,53,50,103,143,254,323,331,396,458,447,432,462,446,468,409,391,317,268,180,195,142,120
26,5,2,2/7/2022,1,2,5,6,9,27,61,107,107,157,202,218,159,189,216,231,242,143,107,67,40,35,26,17
26,1,1,2/8/2022,58,72,75,91,154,229,279,314,305,343,329,342,358,371,347,405,390,351,284,227,202,153,129,103
26,1,2,2/8/2022,14,9,9,13,20,56,83,85,100,90,82,117,95,119,167,155,122,129,94,49,44,33,16,14
26,5,1,2/8/2022,93,80,84,68,109,158,285,352,366,421,417,410,401,421,425,407,425,345,335,268,190,190,123,98
26,5,2,2/8/2022,15,19,11,7,4,35,80,116,116,147,155,167,152,192,176,200,185,195,121,68,39,35,24,13
26,1,1,2/9/2022,62,67,71,97,150,239,298,323,341,358,339,382,389,370,379,382,428,388,296,233,214,181,166,113
26,1,2,2/9/2022,5,8,6,7,22,71,87,117,108,91,127,127,132,112,152,155,209,164,100,72,60,32,24,14
26,5,1,2/9/2022,82,65,69,70,121,152,255,328,373,414,407,405,392,393,175,189,293,386,306,236,215,190,139,122
26,5,2,2/9/2022,4,12,5,15,7,38,82,110,121,126,148,149,158,259,489,497,349,172,116,74,46,32,32,16
26,1,1,2/10/2022,67,67,66,108,148,241,298,342,308,349,382,380,376,410,449,456,397,383,307,240,229,197,170,103
26,1,2,2/10/2022,9,6,3,13,25,79,83,132,102,124,136,121,158,178,174,230,223,198,98,82,67,51,36,23
26,5,1,2/10/2022,85,73,72,76,108,164,296,385,348,415,439,394,418,433,416,467,394,346,283,264,183,154,147,110
26,5,2,2/10/2022,14,8,6,17,9,38,79,124,105,142,163,170,172,202,171,200,205,161,154,112,40,45,22,22
26,1,1,2/11/2022,87,77,70,98,156,212,254,310,312,329,383,370,442,454,476,482,511,461,407,363,282,217,151,125
26,1,2,2/11/2022,9,7,7,10,31,60,80,124,110,119,142,188,219,268,270,302,269,254,231,182,103,55,36,20
26,5,1,2/11/2022,97,82,88,72,98,152,249,313,319,372,412,432,449,502,478,483,484,473,393,301,240,193,161,134
26,5,2,2/11/2022,6,8,5,8,15,33,67,86,115,145,213,237,238,297,287,282,270,280,153,121,59,41,34,28
26,1,1,2/12/2022,91,55,78,85,101,103,102,163,291,357,430,477,452,462,440,394,404,366,318,247,226,156,125,99
26,1,2,2/12/2022,16,8,10,8,14,19,17,25,82,130,181,203,200,200,207,160,169,136,113,73,58,45,30,9
26,5,1,2/12/2022,94,59,50,48,39,106,168,230,338,383,453,448,450,410,418,386,346,365,319,280,229,171,157,151
26,5,2,2/12/2022,10,6,4,4,6,19,43,55,118,170,198,209,190,169,180,149,129,165,138,75,68,41,33,22
26,1,1,2/13/2022,77,66,63,48,59,72,91,122,187,262,356,433,476,504,502,514,446,348,282,222,194,189,146,110
26,1,2,2/13/2022,12,4,1,3,6,11,11,8,23,72,90,189,235,266,237,262,200,157,108,77,48,42,31,16
26,5,1,2/13/2022,59,62,39,34,28,51,103,169,233,361,434,511,523,505,526,451,439,344,280,196,160,139,121,65
26,5,2,2/13/2022,9,5,0,2,2,1,11,15,35,96,177,259,319,345,284,206,185,141,101,56,41,21,27,12
26,1,1,2/14/2022,79,56,53,85,140,198,280,308,310,296,301,404,388,377,380,401,409,355,284,204,181,170,132,100
26,1,2,2/14/2022,12,7,5,8,23,54,94,90,91,97,85,148,137,131,139,172,161,148,91,56,35,37,18,16
26,5,1,2/14/2022,55,43,44,47,90,130,231,332,316,412,445,495,461,453,438,466,439,426,318,260,202,186,139,135
26,5,2,2/14/2022,2,6,3,2,15,15,65,106,121,161,205,223,204,223,224,244,193,151,126,81,48,38,37,39
26,1,1,2/15/2022,70,69,65,78,133,213,278,305,319,301,349,376,338,370,404,392,417,377,305,214,167,149,136,94
26,1,2,2/15/2022,6,9,8,5,23,48,90,89,83,86,83,109,95,134,132,150,182,148,107,54,53,35,20,13
26,5,1,2/15/2022,86,68,77,78,98,169,289,363,346,402,434,412,388,421,399,441,415,384,327,247,193,177,152,131
26,5,2,2/15/2022,8,8,8,5,12,26,85,131,140,161,189,185,176,199,180,209,205,159,135,68,44,37,21,27
26,1,1,2/16/2022,59,77,82,100,145,222,286,326,316,346,361,357,373,393,390,460,428,381,305,251,201,179,147,106
26,1,2,2/16/2022,10,8,12,5,29,69,83,107,85,102,125,124,124,134,179,196,201,137,104,59,44,33,22,23
26,5,1,2/16/2022,88,58,73,80,96,168,295,332,368,412,424,426,439,405,432,421,456,388,338,262,198,161,138,104
26,5,2,2/16/2022,10,4,6,4,13,31,83,123,96,149,166,168,187,181,186,199,203,140,123,72,40,28,32,18
26,1,1,2/17/2022,82,73,62,91,134,249,260,342,312,353,377,417,397,422,463,447,457,429,302,272,245,225,166,110
26,1,2,2/17/2022,7,9,6,10,39,60,72,104,102,124,146,164,143,189,132,185,234,181,114,77,105,50,34,20
26,5,1,2/17/2022,80,75,66,71,114,168,245,341,346,370,396,401,417,433,441,453,466,404,376,354,223,184,146,114
26,5,2,2/17/2022,13,10,5,7,10,31,70,117,106,142,191,154,189,187,190,204,243,186,149,129,77,52,21,31
26,1,1,2/18/2022,95,84,69,98,157,192,239,319,358,376,446,485,477,524,553,526,509,471,416,348,303,246,182,123
26,1,2,2/18/2022,15,12,4,17,13,46,62,87,100,136,191,217,219,308,348,397,381,317,268,180,118,77,59,19
26,5,1,2/18/2022,81,65,77,66,97,166,254,327,400,449,547,541,563,583,536,568,504,491,408,326,211,221,151,127
26,5,2,2/18/2022,16,11,11,8,16,34,73,101,145,229,325,295,324,393,375,394,362,279,238,128,72,59,33,19
26,1,1,2/19/2022,64,64,69,70,91,121,168,246,339,480,553,569,518,529,507,488,456,424,330,278,217,212,142,103
26,1,2,2/19/2022,15,15,14,10,12,22,21,49,110,180,277,285,255,211,241,245,163,165,110,75,55,63,27,24
26,5,1,2/19/2022,82,74,61,59,61,115,179,294,399,482,547,522,433,452,396,395,402,346,351,269,312,236,169,120
26,5,2,2/19/2022,17,12,11,7,7,23,43,85,156,232,294,238,231,216,184,177,141,119,115,81,109,64,35,17
26,1,1,2/20/2022,80,69,45,49,79,78,82,148,196,294,450,475,523,567,565,585,594,505,433,399,299,245,173,121
26,1,2,2/20/2022,11,6,4,4,5,11,11,24,33,85,164,200,243,258,333,415,343,313,199,149,114,65,50,26
26,5,1,2/20/2022,76,71,45,44,42,77,130,217,316,449,535,601,626,627,614,603,560,443,408,346,238,157,123,93
26,5,2,2/20/2022,12,5,8,5,4,7,19,42,85,203,287,344,353,413,391,324,344,313,185,117,83,38,33,14
26,1,1,2/21/2022,91,88,75,80,137,222,249,303,286,347,376,400,412,399,465,430,445,348,220,260,115,172,121,101
26,1,2,2/21/2022,23,11,10,11,20,45,60,89,71,122,125,151,126,160,215,182,220,157,94,191,81,99,26,16
26,5,1,2/21/2022,89,75,67,44,99,140,265,319,385,420,466,452,490,498,469,483,465,393,254,200,156,123,105,90
26,5,2,2/21/2022,11,10,8,3,9,27,56,102,128,199,271,276,270,284,281,254,228,191,101,67,45,23,21,17
26,1,1,2/23/2022,56,57,66,87,157,225,276,360,319,374,407,390,404,432,429,433,451,413,297,258,219,182,146,96
26,1,2,2/23/2022,10,5,7,8,28,56,76,117,97,115,195,148,162,177,177,190,209,184,89,73,54,22,22,15
26,5,1,2/23/2022,76,68,55,62,95,155,237,317,315,390,371,430,452,413,440,471,445,409,375,271,206,165,140,132
26,5,2,2/23/2022,6,2,5,6,13,23,59,108,119,172,251,193,207,190,224,227,216,136,159,82,64,37,26,28
26,1,1,2/24/2022,76,64,66,87,153,238,280,334,339,310,376,382,382,382,374,387,361,364,260,213,162,153,121,85
26,1,2,2/24/2022,9,2,2,13,26,65,70,108,108,87,147,137,153,186,177,158,138,146,88,64,45,40,18,17
26,5,1,2/24/2022,84,61,76,78,100,161,284,329,349,424,404,436,423,398,368,383,368,303,229,241,177,172,128,106
26,5,2,2/24/2022,12,8,10,11,13,24,111,129,90,186,167,167,182,162,167,180,187,136,106,100,90,53,43,37
26,1,1,2/25/2022,56,65,54,64,109,133,201,262,282,317,393,435,495,497,577,518,553,513,445,362,284,234,185,120
26,1,2,2/25/2022,8,10,10,21,39,119,104,133,144,163,231,224,254,305,404,353,339,326,249,176,105,68,53,28
26,5,1,2/25/2022,82,67,62,74,74,108,211,287,283,369,458,489,484,493,518,521,523,475,438,321,264,199,169,160
26,5,2,2/25/2022,18,15,17,23,13,41,88,132,199,289,285,334,309,271,277,343,340,311,194,147,98,57,54,29
26,1,1,2/26/2022,102,79,73,86,89,141,131,208,301,413,493,504,454,441,478,431,431,392,305,272,224,197,165,110
26,1,2,2/26/2022,16,12,7,8,15,22,16,38,96,120,200,251,169,182,212,200,188,166,106,84,39,51,25,24
26,5,1,2/26/2022,104,78,91,44,85,123,202,280,370,473,468,492,437,433,397,388,364,347,283,300,231,191,159,104
26,5,2,2/26/2022,19,14,10,8,10,30,49,77,126,233,275,215,220,172,148,166,127,137,96,102,57,39,23,19
26,1,1,2/27/2022,101,63,57,49,62,86,84,122,210,278,387,444,500,527,555,581,551,495,379,340,285,198,161,103
26,1,2,2/27/2022,7,8,9,10,7,13,4,16,32,78,138,185,231,275,352,363,331,236,186,128,87,68,41,21
26,5,1,2/27/2022,69,41,40,23,37,81,121,171,270,414,487,530,526,567,542,530,491,435,372,288,197,143,134,81
26,5,2,2/27/2022,6,6,6,1,0,11,17,35,60,146,205,265,295,320,293,306,253,189,163,81,44,49,29,23
26,1,1,2/28/2022,75,58,66,79,148,228,288,345,308,360,354,363,389,401,466,425,412,387,309,241,185,160,152,102
26,1,2,2/28/2022,11,12,8,9,21,65,92,116,78,114,127,134,158,155,176,188,179,126,101,69,49,26,29,18
26,5,1,2/28/2022,91,49,49,66,92,162,268,350,404,429,456,487,462,489,465,468,476,428,315,297,206,188,141,103
